Categories,Courses Name,Tenants,Difficulty Level,Course Rating,Course registered year,No.of Queries Searched
Cloud,Cloud Networking,platform courses,Conversant,4,2016,39
Cloud,Google Cloud Fundamentals for Azure Professionals: Core Infrastructure,DeepLearning.AI,Conversant,2,2016,15
Cloud,Reliable Google Cloud Infrastructure: Design and Process,platform courses,Beginner,2,2012,38
Cloud,Cloud Computing Concepts: Part 2,Advancing Women in Product,Beginner,2,2013,16
Cloud,Programming with Cloud IoT Platforms,Tel Aviv University,Conversant,3,2015,1
Cloud,Google Cloud Platform Fundamentals for AWS Professionals,ï¿½cole Polytechnique Fï¿½dï¿½rale de Lausanne,Beginner,3,2013,29
Cloud,Elastic Google Cloud Infrastructure: Scaling and Automation,"University of California, Irvine",Advanced,4,2017,46
Cloud,Elastic Google Cloud Infrastructure: Scaling and Automation,Emory University,Conversant,3,2018,27
Cloud,"Cloud Computing Applications, Part 1: Cloud Systems and Infrastructure",University of Illinois at Urbana-Champaign,Advanced,3,2012,30
Cloud,Hybrid Cloud Multi-Cluster with Anthos,University of Colorado System,Beginner,4,2015,24
Cloud,On Premises Capacity Upgrade and Monitoring with Google Cloud's Apigee API Platform,platform courses,Advanced,5,2018,3
Cloud,Essential Google Cloud Infrastructure: Core Services,Tel Aviv University,Advanced,3,2013,22
Cloud,Essential Google Cloud Infrastructure: Core Services,IBM,Intermediate,5,2009,27
Cloud,Introduction to Cloud Computing,IBM,Conversant,2,2012,33
Cloud,"Logging, Monitoring and Observability in Google Cloud",University of Colorado Boulder,Advanced,4,2013,7
Cloud,Reliable Google Cloud Infrastructure: Design and Process,Icahn School of Medicine at Mount Sinai,Advanced,2,2011,47
Cloud,Configuration Management and the Cloud,"University of California, Davis",Conversant,2,2013,16
Cloud,Cloud Security Basics,platform courses,Advanced,4,2013,44
Cloud,Preparing for the Google Cloud Associate Cloud Engineer Exam,Northwestern University,Conversant,3,2009,30
Cloud,Managing Security in Google Cloud Platform,The State University of New York,Intermediate,3,2015,45
Cloud,Mitigating Security Vulnerabilities on Google Cloud Platform,University of Illinois at Urbana-Champaign,Beginner,2,2016,16
Cloud,Networking in Google Cloud: Hybrid Connectivity and Network Management,platform courses,Advanced,3,2012,13
Cloud,Cloud Systems Software,University of New Mexico,Advanced,5,2010,42
Cloud,Internet of Things V2: Setting up and Using Cloud Services,University of Zurich,Beginner,2,2011,7
Cloud,IoT (Internet of Things) Wireless & Cloud Computing Emerging Technologies,platform courses,Intermediate,2,2018,31
Cloud,Migrating to Google Cloud,Goldman Sachs,Beginner,4,2019,32
Cloud,Developing FPGA-accelerated cloud applications with SDAccel: Practice,University of Illinois at Urbana-Champaign,Intermediate,2,2011,26
Cloud,Moving to the Cloud,platform courses,Advanced,2,2017,49
Cloud,Networking in Google Cloud: Defining and Implementing Networks,platform courses,Beginner,2,2013,32
Cloud,AWS Fundamentals: Going Cloud-Native,platform courses,Conversant,2,2010,45
Cloud,Security Best Practices in Google Cloud,University of California San Diego,Intermediate,4,2019,32
Cloud,Develop and Deploy Windows Applications on Google Cloud Platform,IBM,Advanced,2,2014,16
Cloud,Cloud Computing Fundamentals on Alibaba Cloud,SAS,Beginner,4,2015,8425
Cloud,Google Cloud Product Fundamentals,Goldman Sachs,Beginner,5,2012,7
Cloud,Managing Change when Moving to Google Cloud,ï¿½cole Polytechnique,Advanced,3,2018,2
Cloud,Essential Google Cloud Infrastructure: Foundation,University of California San Diego,Advanced,2,2012,19
Cloud,Essential Google Cloud Infrastructure: Foundation,platform courses,Advanced,2,2018,20
Cloud,Hybrid Cloud Infrastructure Foundations with Anthos,Imperial College London,Conversant,3,2012,22
Cloud,API Development on Google Cloud's Apigee API Platform,Berklee College of Music,Intermediate,3,2011,3
Cloud,API Security on Google Cloud's Apigee API Platform,Icahn School of Medicine at Mount Sinai,Beginner,3,2013,34
Cloud,AWS Fundamentals: Migrating to the Cloud,Google Cloud,Advanced,4,2013,38
Cloud,"Cloud Computing Concepts, Part 1",platform courses,Intermediate,5,2020,2
Cloud,Essential Google Cloud Infrastructure: Foundation,IBM,Beginner,4,2019,3014
Cloud,Google Cloud Platform Fundamentals: Core Infrastructure,IBM,Intermediate,5,2019,14
Cloud,Google Cloud Platform Fundamentals: Core Infrastructure,"University of California, Irvine",Advanced,4,2009,9125
Cloud,Cloud Computing Security,Johns Hopkins University,Conversant,4,2012,2625
Cloud,Protecting Cloud Architecture with Alibaba Cloud,ï¿½cole Polytechnique Fï¿½dï¿½rale de Lausanne,Advanced,2,2010,32
Cloud,Google Cloud Platform Fundamentals: Core Infrastructure,The Hong Kong University of Science and Technology,Conversant,3,2009,26
Cloud,Google Cloud Platform Fundamentals: Core Infrastructure,The Hong Kong University of Science and Technology,Advanced,4,2017,28
Cloud,Google Cloud Platform Fundamentals: Core Infrastructure,ConsenSys Academy,Conversant,4,2010,9
Cloud,Google Cloud Platform Fundamentals: Core Infrastructure,EIT Digital,Beginner,2,2014,34
Cloud,Google Cloud Platform Fundamentals: Core Infrastructure,Caltech,Advanced,2,2017,34
Cloud,Google Cloud Platform Fundamentals: Core Infrastructure,University of Colorado System,Beginner,5,2018,7782
Related to Russia,Business Related to Russian Communication. Part 3,University of Michigan,Advanced,3,2012,38
Related to Russia,Related to Russian History: from Lenin to Putin,The State University of New York,Advanced,4,2017,50
Related to Russia,Related to Russian company law. Formation of legal entities.,The Hong Kong University of Science and Technology,Intermediate,4,2019,11
Related to Russia,Related to Russian for beginners 1. ??????? ????: A1,University of Minnesota,Intermediate,5,2013,17
Related to Russia,Understanding Related to Russians: Contexts of Intercultural Communication,Duke University,Advanced,4,2013,44
Related to Russia,Stalin and Stalinism in Related to Russian History,SAS,Advanced,5,2020,27
Related to Russia,Bases of the law of obligations (The Related to Russian Federation) Part 1,The University of Tokyo,Advanced,5,2011,47
Related to Russia,Fundamentals of Modern Related to Russian-designed NPPs with VVER-1200,Korea Advanced Institute of Science and Technology(KAIST),Intermediate,5,2011,7
Related to Russia,Contemporary Related to Russian Literature,Shanghai Jiao Tong University,Advanced,5,2018,15
Related to Russia,Political Governance and Public Policy in Related to Russia,Johns Hopkins University,Conversant,2,2012,8
Related to Russia,Related to Russian Alphabet,West Virginia University,Intermediate,5,2014,19
Related to Russia,Understanding Related to Russian Economy. Problems of Transition,Yonsei University,Conversant,3,2017,5449
Related to Russia,Related to Russian company law. Capital & Financing of legal entities,Moscow Institute of Physics and Technology,Intermediate,2,2013,15
Related to Russia,Business Related to Russian Communication. Part 1,McMaster University,Conversant,5,2017,1
Related to Russia,Legal aspects of conducting business in Related to Russia,"University of California, Santa Cruz",Beginner,2,2015,39
Related to Russia,Doing Business in Related to Russia,University of Illinois at Urbana-Champaign,Advanced,5,2020,24
Related to Russia,Related to Russian for beginners 2. ??????? ???? A1,Intel,Beginner,5,2018,40
Related to Russia,Business Related to Russian Communication. Part 2,University of Zurich,Intermediate,4,2015,17
Related to Russia,Constitutional Reforms in Related to Russia,University of New Mexico,Advanced,4,2011,20
Related to Russia,Related to Russian for beginners 3. ??????? ????: A1,Google Cloud,Conversant,5,2011,49
Related to Russia,Related to Russian company law. Company management,University of Colorado Boulder,Advanced,3,2013,10
Related to Russia,Bases of the law of obligations (The Related to Russian Federation) Part 2,EIT Digital,Beginner,3,2019,32
Related to Russia,Business Related to Russian Communication. Part 3,National Research University Higher School of Economics,Intermediate,3,2019,25
Related to Russia,Related to Russian History: from Lenin to Putin,The University of North Carolina at Chapel Hill,Advanced,4,2017,43
Related to Russia,Related to Russian company law. Formation of legal entities.,Saint Petersburg State University,Beginner,5,2014,21
Related to Russia,Related to Russian for beginners 1. ??????? ????: A1,University of Colorado System,Advanced,4,2019,18
Related to Russia,Understanding Related to Russians: Contexts of Intercultural Communication,Google Cloud,Conversant,5,2015,7
Related to Russia,Stalin and Stalinism in Related to Russian History,University of London,Beginner,4,2019,37
Related to Russia,Bases of the law of obligations (The Related to Russian Federation) Part 1,platform courses,Conversant,2,2010,39
Related to Russia,Fundamentals of Modern Related to Russian-designed NPPs with VVER-1200,platform courses,Intermediate,3,2010,40
Related to Russia,Contemporary Related to Russian Literature,platform courses,Beginner,5,2011,48
Related to Russia,Political Governance and Public Policy in Related to Russia,Universitat Autï¿½noma de Barcelona,Advanced,3,2017,9
Related to Russia,Related to Russian Alphabet,platform courses,Conversant,5,2017,10
Related to Russia,Understanding Related to Russian Economy. Problems of Transition,platform courses,Intermediate,4,2017,49
Related to Russia,Related to Russian company law. Capital & Financing of legal entities,University of Toronto,Beginner,3,2015,28
Related to Russia,Business Related to Russian Communication. Part 1,platform courses,Advanced,4,2010,7011
Related to Russia,Legal aspects of conducting business in Related to Russia,The University of Melbourne,Conversant,3,2016,16
Related to Russia,Doing Business in Related to Russia,platform courses,Conversant,3,2019,41
Related to Russia,Related to Russian for beginners 2. ??????? ???? A1,The State University of New York,Intermediate,5,2017,47
Related to Russia,Business Related to Russian Communication. Part 2,University of Colorado System,Advanced,5,2018,37
Related to Russia,Constitutional Reforms in Related to Russia,California Institute of the Arts,Intermediate,4,2013,48
Related to Russia,Related to Russian for beginners 3. ??????? ????: A1,University of Virginia,Conversant,5,2016,29
Related to Russia,Related to Russian company law. Company management,platform courses,Conversant,3,2020,22
Related to Russia,Bases of the law of obligations (The Related to Russian Federation) Part 2,platform courses,Intermediate,5,2016,42
Business,Business Strategy: Business Model Canvas Analysis with Miro,Duke University,Beginner,4,2010,48
Business,Doing Business in China Capstone,New Teacher Center,Conversant,4,2011,1302
Business,Business Statistics and Analysis Capstone,"University of Maryland, College Park",Conversant,3,2014,31
Business,Protecting Business Innovations via Patent,National Research University Higher School of Economics,Advanced,4,2019,4
Business,Global Challenges in Business Capstone,platform courses,Beginner,2,2017,5
Business,Business Writing,Macquarie University,Advanced,3,2019,37
Business,Analysis for Business Systems,platform courses,Conversant,4,2013,45
Business,Business Implications of AI: A Nano-course,Duke University,Intermediate,3,2013,12
Business,Taxation of Business Entities II: Pass-Through Entities,The Hong Kong University of Science and Technology,Advanced,2,2020,46
Business,Excel Skills for Business: Intermediate II,Imperial College London,Advanced,3,2019,24
Business,Challenges of Agribusiness Management,Georgia Institute of Technology,Beginner,4,2010,23
Business,"Anticipating Your Next Battle, in Business and Beyond",Universiteit Leiden,Beginner,4,2014,38
Business,Business English: Capstone Project,Rutgers the State University of New Jersey,Conversant,2,2015,4
Business,"Brand Management: Aligning Business, Brand and Behaviour",Universiteit Leiden,Intermediate,4,2013,39
Business,"Business Intelligence Concepts, Tools, and Applications",Google Cloud,Intermediate,4,2018,5500
Business,Doing Business in Germany,Fundaï¿½ï¿½o Instituto de Administraï¿½ï¿½o,Conversant,3,2016,7
Business,Analysis of Business Problems,University of Rochester,Conversant,2,2015,45
Business,Blockchain Business Models,Wesleyan University,Beginner,4,2016,34
Business,Business English: Networking,Google,Beginner,4,2017,28
Business,Social Business Model and Planning for Social Innovation,University of Illinois at Urbana-Champaign,Intermediate,5,2014,17
Business,Business Model Innovation,Johns Hopkins University,Conversant,3,2013,29
Business,Infonomics II: Business Information Management and Measurement,Sciences Po,Beginner,2,2020,50
Business,"Grow to Greatness: Smart Growth for Private Businesses, Part I",University of Illinois at Urbana-Champaign,Intermediate,3,2009,28
Business,Business Intelligence and Competitive Analysis,DeepLearning.AI,Beginner,4,2018,33
Business,English for Effective Business Speaking,platform courses,Intermediate,5,2014,18
Business,Protecting Business Innovations via Trademark,platform courses,Conversant,3,2014,23
Business,Digital Business Models,National Research University Higher School of Economics,Conversant,4,2009,24
Business,Building a Business Presence With Facebook Marketing,University of Michigan,Intermediate,2,2014,44
Business,Accounting for Business Decision Making: Measurement and Operational Decisions,platform courses,Beginner,4,2017,15
Business,Capstone Project: Business Technology Management,Autodesk,Advanced,3,2011,29
Business,Business English: Basics,Northwestern University,Beginner,4,2011,48
Business,Protecting Business Innovations via Strategy,Alibaba Cloud Academy,Advanced,2,2017,29
Business,Business English for Cross-cultural Communication,Princeton University,Beginner,4,2014,2
Business,Lesson | Business English Skills: Introducing Yourself in Business Settings,platform courses,Advanced,3,2013,7
Business,Building Smart Business Assistants with IBM Watson,University of Minnesota,Advanced,3,2017,10
Business,Strategic Business Management - Macroeconomics,The State University of New York,Beginner,3,2014,27
Business,Building the Business Model for Corporate Entrepreneurs,"University of California, Irvine",Beginner,3,2014,6
Business,Startup: How to build a successful business?,University of Michigan,Conversant,3,2015,42
Business,Statistics for International Business,platform courses,Beginner,4,2015,15
Business,Business English: Making Presentations,University of Colorado System,Advanced,2,2015,14
Business,Accounting for Business Decision Making: Strategy Assessment and Control,University of Illinois at Urbana-Champaign,Conversant,5,2017,6
Business,Advanced Business Analytics Capstone,The State University of New York,Advanced,3,2012,18
Business,Business Case Analysis,Erasmus University Rotterdam,Intermediate,2,2009,5
Business,The Business of Product Management I,The University of Edinburgh,Beginner,3,2019,9
Business,Business English: Planning & Negotiating,California Institute of the Arts,Intermediate,2,2012,4862
Business,Business English: Final Project,IBM,Advanced,3,2018,15
Business,Business Strategy in Practice (Project-centered Course),IBM,Advanced,5,2019,42
Business,Understanding the Music Business: What is Music Worth?,Michigan State University,Advanced,3,2012,27
Business,Fundamentals of Global Energy Business,"University of California, Davis",Beginner,2,2014,6
Business,Business Analysis & Process Management,University of Amsterdam,Beginner,4,2017,13
Business,Germanyan Business Law: Doing Business in Germany,Google Cloud,Conversant,3,2014,25
Business,Innovating with the Business Model Canvas,University of Colorado Boulder,Intermediate,4,2018,33
Business,Use WordPress to Create a Blog for your Business,Johns Hopkins University,Advanced,5,2015,49
Business,International Business Environment,Johns Hopkins University,Advanced,2,2012,15
Business,"Grow Your Business with Goldman Sachs 10,000 Women",Michigan State University,Advanced,5,2015,21
Business,Advanced Financial Reporting: Accounting for Business Combinations and Preparation of Consolidated Financial Statements,University of California San Diego,Conversant,5,2011,21
Business,Strategic Business Management - Microeconomics,University of Cape Town,Conversant,2,2019,22
Business,Green Business Strategy,Google Cloud,Intermediate,2,2018,34
Business,Introduction to Business Analysis Using Spreadsheets: Basics,Moscow Institute of Physics and Technology,Conversant,5,2013,26
Business,Business Strategies for Emerging Markets,University of Colorado Boulder,Conversant,5,2020,17
Business,Quantitative Foundations for International Business,University of Colorado System,Advanced,2,2016,41
Business,Global Strategy II: Doing Business in The Global Economy,Wesleyan University,Intermediate,4,2016,22
Business,Lesson | Business English Skills: How to Write Effective Openings and Closings to Emails,University of Illinois at Urbana-Champaign,Advanced,3,2011,41
Business,Blockchain and Business: Applications and Implications,University of Virginia,Beginner,5,2009,17
Business,"Accounting, Business and Society: The Multi-faceted Role of Accounting",Copenhagen Business School,Advanced,4,2012,13
Business,Communicating Business Analytics Results,Rice University,Intermediate,5,2018,37
Business,International B2B (Business to Business) Marketing,platform courses,Intermediate,3,2017,38
Business,Sales Training: Inbound Business Strategy,University of California San Diego,Conversant,5,2013,9
Business,Germanyan Business Law: Competing in Germany,University of Toronto,Intermediate,4,2011,3
Business,Business Strategy,University of Colorado System,Conversant,5,2016,15
Business,Foundations of Business Strategy,University of London,Intermediate,2,2010,50
Business,Advanced Business Strategy,University of Toronto,Conversant,3,2020,4
Business,International Business I,EIT Digital,Advanced,4,2011,24
Business,"Sustainable Business: Big Issues, Big Changes",platform courses,Advanced,5,2009,14
Business,Machine Learning for Business Professionals,University of London,Conversant,3,2018,20
Business,Inferential and Predictive Statistics for Business,Johns Hopkins University,Advanced,3,2014,2331
Business,First Steps in Making the Business Case for Sustainability,HEC Paris,Intermediate,5,2019,33
Business,The Business of Cybersecurity Capstone,Rutgers the State University of New Jersey,Intermediate,3,2018,5
Business,Business Models for Innovative Care for Older People,The University of Edinburgh,Conversant,3,2016,25
Business,Business Operations Support in Google Sheets,University of Michigan,Beginner,5,2012,23
Business,Create a Business Marketing Brand Kit Using Canva,"University of California, Irvine",Beginner,5,2015,46
Business,Business English: Marketing and Sales,platform courses,Advanced,4,2012,21
Business,Excel Skills for Business: Intermediate I,Korea Advanced Institute of Science and Technology(KAIST),Intermediate,5,2016,41
Business,A Business Approach to Sustainable Landscape Restoration,University of Illinois at Urbana-Champaign,Conversant,3,2017,2
Business,Introduction to Topic Modeling for Business,platform courses,Advanced,4,2011,14
Business,Predictive Analytics for Business with H2O in R,University of Florida,Beginner,5,2010,6
Business,"Corporate & Commercial Law II: Business Forms, Financing & Governmental Regulation",platform courses,Conversant,5,2015,43
Business,Financing for Startup Businesses,platform courses,Beginner,5,2010,24
Business,Managerial Economics and Business Analysis Capstone,"University of California, Santa Cruz",Advanced,3,2016,30
Business,"Lesson | Business English Skills: How to Navigate Tone, Formality, and Directness in Emails",Rice University,Beginner,2,2016,39
Business,New Technologies for Business Leaders,Rice University,Advanced,4,2020,17
Business,Business Implications of AI: Full course,IBM,Intermediate,4,2015,35
Business,Business Analytics and Digital Media,IBM,Advanced,4,2015,32
Business,"The Power of Machine Learning: Boost Business, Accumulate Clicks, Fight Fraud, and Deny Deadbeats",Palo Alto Networks,Conversant,5,2015,2
Business,New Product Development For Small Businesses and Start-Ups,University of Illinois at Urbana-Champaign,Conversant,2,2011,31
Business,Business English: Management and Leadership,Yonsei University,Conversant,3,2015,42
Business,Business Opportunities and Risks in a Globalized Economy,The State University of New York,Beginner,5,2013,16
Business,Business Model Canvas,Wesleyan University,Intermediate,5,2018,33
Business,Business Growth Strategy,Unity,Conversant,4,2009,41
Business,Action-Driven Business Plan: From the ï¿½Classroomï¿½ to the World,platform courses,Conversant,3,2012,9
Business,Excel Skills for Business: Essentials,Imperial College London,Intermediate,4,2009,47
Business,Management Skills for International Business,platform courses,Intermediate,4,2016,15
Business,Protecting Business Innovations via Copyright,Autodesk,Conversant,4,2019,29
Business,Business Analytics for Decision Making,University of California San Diego,Conversant,5,2018,12
Business,International Business II,University of Michigan,Intermediate,2,2011,17
Business,Industrial Organization: Strategy and Competition in Business,Sciences Po,Intermediate,2,2009,7
Business,Business Model Canvas: A Tool for Entrepreneurs and Innovators (Project-Centered Course),University of Michigan,Conversant,5,2013,1
Business,International Business Capstone,The Hong Kong University of Science and Technology,Intermediate,2,2016,23
Business,Business Analytics Executive Overview,platform courses,Beginner,4,2017,21
Business,Music Business Foundations,University of Michigan,Advanced,5,2011,30
Business,Sustainable Business Enterprises,Cloudera,Conversant,4,2016,12
Business,Business English: Meetings,platform courses,Conversant,2,2013,17
Business,Foundations of strategic business analytics,platform courses,Beginner,5,2013,25
Business,Case studies in business analytics with ACCENTURE,"University of California, Irvine",Conversant,5,2015,19
Business,Managerial Accounting: Tools for Facilitating and Guiding Business Decisions,"University of California, Irvine",Advanced,4,2020,19
Business,Federal Taxation II: Property Transactions of Business Owners and Shareholders,"University of California, Irvine",Advanced,3,2012,41
Business,Deep Learning for Business,Yonsei University,Conversant,4,2015,46
Business,Global Impact: Business Ethics,Google Cloud,Advanced,4,2013,1
Business,Introduction to Cybersecurity for Business,Georgia Institute of Technology,Beginner,5,2014,8
Business,Business Model Innovation for Sustainable Landscape Restoration,University of Michigan,Conversant,3,2016,2
Business,Introduction to Business Analytics with R,University of Michigan,Conversant,4,2013,9
Business,Design-Led Strategy: Design thinking for business strategy and entrepreneurship,University of Illinois at Urbana-Champaign,Intermediate,4,2012,29
Business,Business Applications of Hypothesis Testing and Confidence Interval Estimation,The University of Hong Kong,Intermediate,3,2014,41
Business,Germanyan Business Law: Understanding the Fundamentals,platform courses,Beginner,3,2013,36
Business,Professional Skills for International Business,"University of California, Irvine",Intermediate,3,2012,30
Business,Driving business towards the Sustainable Development Goals,platform courses,Intermediate,4,2015,21
Business,High-Impact Business Writing,New York University,Advanced,4,2013,16
Business,Linear Regression for Business Statistics,University of Copenhagen,Intermediate,2,2009,8
Business,Music Business Foundations,Tel Aviv University,Intermediate,2,2013,33
Business,Business of Games and Entrepreneurship,National Research Tomsk State University,Beginner,2,2015,45
Business,English for Effective Business Writing,Association of International Certified Professional Accountants,Beginner,5,2009,28
Business,New Models of Business in Society,Imperial College London,Advanced,2,2015,28
Business,The Business of Social,Politecnico di Milano,Conversant,2,2013,38
Business,High-Impact Business Writing,McMaster University,Advanced,5,2019,10
Business,Capstone - Launch Your Own Business!,University of Michigan,Beginner,2,2012,3
Business,Better Business Writing in English,Princeton University,Advanced,3,2013,45
Business,Taxation of Business Entities I: Corporations,California Institute of the Arts,Beginner,5,2009,13
Business,"Grow to Greatness: Smart Growth for Private Businesses, Part II",Vanderbilt University,Beginner,2,2012,18
Business,Copyright Law in the Music Business,platform courses,Advanced,5,2020,35
Business,Copyright Law in the Music Business,Yale University,Intermediate,5,2015,45
Business,Business Strategy: Business Model Canvas Analysis with Miro,Yandex,Intermediate,2,2016,48
Business,Doing Business in China Capstone,The State University of New York,Advanced,2,2013,39
Business,Business Statistics and Analysis Capstone,University of Colorado Boulder,Advanced,4,2014,9621
Business,Protecting Business Innovations via Patent,Universitat Autï¿½noma de Barcelona,Beginner,3,2009,1
Business,Global Challenges in Business Capstone,"University of California, Davis",Advanced,2,2011,43
Business,Business Writing,Georgia Institute of Technology,Beginner,3,2011,2
Business,Analysis for Business Systems,"University of California, Davis",Beginner,2,2009,20
Business,Business Implications of AI: A Nano-course,University of Colorado Boulder,Conversant,4,2017,5
Business,Taxation of Business Entities II: Pass-Through Entities,"University of California, Irvine",Advanced,3,2015,43
Business,Excel Skills for Business: Intermediate II,Northwestern University,Advanced,2,2018,47
Business,Challenges of Agribusiness Management,Indian School of Business,Conversant,3,2017,4
Business,"Anticipating Your Next Battle, in Business and Beyond",platform courses,Conversant,2,2013,2
Business,Business English: Capstone Project,Google Cloud,Advanced,4,2016,49
Business,"Brand Management: Aligning Business, Brand and Behaviour",H2O,Conversant,3,2016,28
Business,"Business Intelligence Concepts, Tools, and Applications",The State University of New York,Intermediate,4,2017,5335
Business,Doing Business in Germany,University of Toronto,Advanced,5,2017,19
Business,Analysis of Business Problems,University of Colorado Boulder,Beginner,2,2015,21
Business,Blockchain Business Models,IBM,Beginner,2,2016,35
Business,Business English: Networking,University of Western Australia,Beginner,2,2013,24
Business,Social Business Model and Planning for Social Innovation,University of Leeds,Beginner,4,2009,5
Business,Business Model Innovation,Autodesk,Beginner,3,2018,44
Business,Infonomics II: Business Information Management and Measurement,Michigan State University,Beginner,4,2017,18
Business,"Grow to Greatness: Smart Growth for Private Businesses, Part I",Vanderbilt University,Beginner,3,2015,37
Business,Business Intelligence and Competitive Analysis,"University of Maryland, College Park",Intermediate,5,2010,23
Business,English for Effective Business Speaking,University of Illinois at Urbana-Champaign,Beginner,4,2019,38
Business,Protecting Business Innovations via Trademark,Georgia Institute of Technology,Beginner,4,2013,39
Business,Digital Business Models,platform courses,Beginner,4,2018,24
Business,Building a Business Presence With Facebook Marketing,Saint Petersburg State University,Beginner,5,2016,28
Business,Accounting for Business Decision Making: Measurement and Operational Decisions,platform courses,Intermediate,2,2014,16
Business,Capstone Project: Business Technology Management,Georgia Institute of Technology,Conversant,2,2020,13
Business,Business English: Basics,Ludwig-Maximilians-Universitï¿½t Mï¿½nchen (LMU),Intermediate,5,2011,31
Business,Protecting Business Innovations via Strategy,National Research University Higher School of Economics,Advanced,4,2017,26
Business,Business English for Cross-cultural Communication,Johns Hopkins University,Beginner,5,2010,6
Business,Lesson | Business English Skills: Introducing Yourself in Business Settings,platform courses,Beginner,4,2011,22
Business,Building Smart Business Assistants with IBM Watson,University of Minnesota,Beginner,5,2009,19
Business,Strategic Business Management - Macroeconomics,platform courses,Conversant,4,2010,40
Business,Building the Business Model for Corporate Entrepreneurs,The State University of New York,Beginner,5,2009,13
Business,Startup: How to build a successful business?,Universiteit Leiden,Beginner,2,2012,46
Business,Statistics for International Business,Universiteit Leiden,Conversant,4,2019,2
Business,Business English: Making Presentations,Facebook,Intermediate,2,2009,49
Business,Accounting for Business Decision Making: Strategy Assessment and Control,Google Cloud,Conversant,5,2019,34
Business,Advanced Business Analytics Capstone,SAS,Intermediate,4,2010,23
Business,Business Case Analysis,Google Cloud,Conversant,5,2014,39
Business,The Business of Product Management I,University of Minnesota,Intermediate,5,2016,26
Business,Business English: Planning & Negotiating,University of Illinois at Urbana-Champaign,Beginner,5,2014,17
Business,Business English: Final Project,Wesleyan University,Advanced,2,2009,2943
Business,Business Strategy in Practice (Project-centered Course),platform courses,Conversant,3,2020,15
Business,Understanding the Music Business: What is Music Worth?,Facebook,Advanced,3,2014,1365
Business,Fundamentals of Global Energy Business,Emory University,Advanced,4,2011,1
Business,Business Analysis & Process Management,SAS,Beginner,4,2013,39
Business,Germanyan Business Law: Doing Business in Germany,Arizona State University,Advanced,3,2018,19
Business,Innovating with the Business Model Canvas,National Research University Higher School of Economics,Advanced,4,2009,13
Business,Use WordPress to Create a Blog for your Business,DeepLearning.AI,Conversant,4,2019,18
Business,International Business Environment,platform courses,Advanced,4,2011,21
Business,"Grow Your Business with Goldman Sachs 10,000 Women",Lund University,Intermediate,5,2016,21
Business,Advanced Financial Reporting: Accounting for Business Combinations and Preparation of Consolidated Financial Statements,Michigan State University,Advanced,5,2011,20
Business,Strategic Business Management - Microeconomics,University of Michigan,Advanced,3,2016,34
Business,Green Business Strategy,SAS,Conversant,5,2009,44
Business,Introduction to Business Analysis Using Spreadsheets: Basics,platform courses,Advanced,4,2018,33
Business,Business Strategies for Emerging Markets,Icahn School of Medicine at Mount Sinai,Conversant,2,2013,6783
Business,Quantitative Foundations for International Business,Arizona State University,Intermediate,3,2013,36
Business,Global Strategy II: Doing Business in The Global Economy,The Chinese University of Hong Kong,Intermediate,2,2011,5
Business,Lesson | Business English Skills: How to Write Effective Openings and Closings to Emails,platform courses,Intermediate,3,2009,16
Business,Blockchain and Business: Applications and Implications,University of Zurich,Intermediate,3,2015,13
Business,"Accounting, Business and Society: The Multi-faceted Role of Accounting",University of Virginia,Intermediate,3,2020,48
Business,Communicating Business Analytics Results,University of Illinois at Urbana-Champaign,Intermediate,3,2020,3
Business,International B2B (Business to Business) Marketing,platform courses,Beginner,2,2017,4
Business,Sales Training: Inbound Business Strategy,University of Washington,Advanced,2,2017,11
Business,Germanyan Business Law: Competing in Germany,Autodesk,Beginner,5,2009,32
Business,Business Strategy,Emory University,Conversant,3,2012,42
Business,Foundations of Business Strategy,Johns Hopkins University,Intermediate,2,2020,23
Business,Advanced Business Strategy,Columbia University,Intermediate,3,2016,42
Business,International Business I,Association of International Certified Professional Accountants,Beginner,5,2009,39
Business,"Sustainable Business: Big Issues, Big Changes","University of California, Irvine",Beginner,5,2010,33
Business,Machine Learning for Business Professionals,University of London,Intermediate,3,2010,46
Business,Inferential and Predictive Statistics for Business,platform courses,Beginner,4,2016,42
Business,First Steps in Making the Business Case for Sustainability,Imperial College London,Advanced,5,2018,3
Business,The Business of Cybersecurity Capstone,National Research University Higher School of Economics,Beginner,5,2010,3
Business,Business Models for Innovative Care for Older People,platform courses,Beginner,3,2009,18
Business,Business Operations Support in Google Sheets,Yonsei University,Intermediate,5,2013,10
Business,Create a Business Marketing Brand Kit Using Canva,University of London,Advanced,4,2009,1
Business,Business English: Marketing and Sales,California Institute of the Arts,Conversant,2,2020,14
Business,Excel Skills for Business: Intermediate I,University of Toronto,Conversant,2,2013,46
Business,A Business Approach to Sustainable Landscape Restoration,Johns Hopkins University,Conversant,5,2010,50
Business,Introduction to Topic Modeling for Business,National Research Tomsk State University,Beginner,5,2020,37
Business,Predictive Analytics for Business with H2O in R,University of Virginia,Beginner,2,2009,18
Business,"Corporate & Commercial Law II: Business Forms, Financing & Governmental Regulation",platform courses,Beginner,4,2017,7
Business,Financing for Startup Businesses,platform courses,Conversant,5,2009,1
Business,Managerial Economics and Business Analysis Capstone,University of Houston,Beginner,5,2020,43
Business,"Lesson | Business English Skills: How to Navigate Tone, Formality, and Directness in Emails",Brightline Initiative,Advanced,2,2014,47
