,course_name,tags,Course Rating,Difficulty_Level,user_profile,Marks,Recommendation
1811,Negotiation skills Negotiate and resolve conflict,negoti skill negoti and resolv conflictadvancedprofessionalleadership and manag self-assess conflict resolut social skill negoti interact chang manag commun psycholog concept self-awar busi business-essentials4.717,4.7,Advanced,Professional,17,"The Art of Negotiation,The Art of Negotiation,Negotiation Fundamentals,Professional Skills for International Business,Types of Conflict,Successful Negotiation Essential Strategies and Skills"
2213,Construction Scheduling,construct schedulingbeginnerprofessionalplan leadership and manag schedul project manag schedul project manag risk project linear path variabl linear schedul method busi business-strategy4.717,4.7,Beginner,Professional,17,"Project Management Project,Construction Project Management,IT Project Management,Construction Finance,Project Management Creating the WBS,Introduction to Project Management with ClickUp"
2282,Creativity Toolkit I Changing Perspectives,creativ toolkit i chang perspectivesadvancedstudentpersist combin employ thought process motiv innov creativ entrepreneurship materi busi entrepreneurship4.717,4.7,Advanced,Student,17,"Creativity Toolkit II Creative Collaboration,Innovation From Creativity to Entrepreneurship Capstone,Creativity And Entrepreneurship,From Idea to Startup,Innovation Career Lessons from a Master,Innovation & Entrepreneurship - From Design Thinking to Funding"
2293,Surviving Disruptive Technologies (On Demand),surviv disrupt technolog (on demand)intermediateprofessionalweb threat e-commerc threat number spreadsheet newspap book demand plan social media old media busi leadership-and-management4.717,4.7,Intermediate,Professional,17,"Introduction to Social Media Analytics,Edit Your Photos for Social Media Marketing using PicsArt,Social Media Advertising,Introduction to PicsArt for Social Media Marketing,Ethical Social Media,What is Social?"
2464,Cybersecurity Policy for Aviation and Internet Infrastructures,cybersecur polici for aviat and internet infrastructuresintermediatestudentcrim leadership and manag process adob air internet secur risk manag airport secur rel chang and differ risk social-sci governance-and-society4.717,4.7,Intermediate,Student,17,"International Security Management,Homeland Security and Cybersecurity Future,Risk governance Engage the board,Risk in Modern Society,The Business of Cybersecurity Capstone,Information Security Context and Introduction"
2612,Introduction to HTML5,introduct to html5conversantprofessionalweb page web develop web host servic web access html semant html5 web syntax web design computer-sci mobile-and-web-development4.717,4.7,Conversant,Professional,17,"Introduction to Web Development,Web Design for Everybody Capstone,HTML and CSS Building a Single-Page Website,Programming Foundations with JavaScript HTML and CSS,Web Application Technologies and Django,Python Dynamic HTML Web Server"
2654,The Technology of Music Production,the technolog of music productionintermediateprofessionalaudio product sound guitar electron music electron music audio edit microphon sound design ableton arts-and-human music-and-art4.717,4.7,Intermediate,Professional,17,"The Technology of Music Production,The Art of Music Production,The Art of Music Production,The Art of Music Production,The Art of Music Production,Creating Sounds for Electronic Music"
3251,Starting GUI Programming with JavaFX,start gui program with javafxbeginnerprofessionalpython program recurs enumer set number spreadsheet comput program user interfac design softwar engin languag drag and drop javafx point devic gestur computer-sci software-development4.717,4.7,Beginner,Professional,17,"Code Yourself! An Introduction to Programming,Getting Started with Go,Introduction to Programming with MATLAB,Programming Languages Part B,Java Programming Build a Recommendation System,Programming Languages Part C"
3497,Critical Thinking Skills for University Success,critic think skill for univers successintermediatestudentlisten system think thought disposit critic think warrant point and click problem solv hardwar random number gener advertis social-sci education4.717,4.7,Intermediate,Student,17,"Model Thinking,Converting Challenges into Opportunities,Creative Thinking Techniques and Tools for Success,The Sustainable Development Goals � A global transdisciplinary vision for the future,Creative Problem Solving,Becoming a changemaker Introduction to Social Innovation"
1567,Finance for Everyone Debt,financ for everyon debtintermediateprofessionalgovern debt consum debt corpor bond stock debt financi literaci household debt leverag financ person financ financ busi finance4.716,4.7,Intermediate,Professional,16,"Finance for Everyone Decisions,Essentials of Corporate Finance Capstone,Finance for Non-Finance Professionals,Global Financing Solutions (by EDHEC and Soci�t� G�n�rale),Finance for Everyone Capstone Project,Finance for Non-Financial Professionals"
1593,Financing and Initiating Major Engineering Projects,financ and initi major engin projectsbeginnerstudentproject manag leadership and manag intern rate of return net present valu present valu construct manag microsoft project project engin manag financ physical-science-and-engin mechanical-engineering4.716,4.7,Beginner,Student,16,"Major Engineering Project Performance,Major Engineering Projects Governance Risk and Scope,Engineering Project Management Scope Time and Cost Management,Introduction to Systems Engineering,BIM Fundamentals for Engineers,Construction Finance"
1672,Alternative Approaches to Valuation and Investment,altern approach to valuat and investmentintermediateprofessionalestim real option market econom financ expect return systemat risk weight averag cost of capit asset invest real option valuat busi finance4.716,4.7,Intermediate,Professional,16,"Advanced Valuation and Strategy - M&A Private Equity and Venture Capital,Principles of Corporate Finance � A Tale of Value,Business Growth Strategy,Applying Investment Decision Rules for Startups,Risk Return & Valuation,Seeking Investment Alpha"
1840,Online Games Literature New Media and Narrative,onlin game literatur new media and narrativeadvancedprofessionalanalysi cognit map film game design storytel order pair game theori histori video game develop video game develop arts-and-human music-and-art4.716,4.7,Advanced,Professional,16,"Introduction to Game Design,Game Design Document Define the Art & Concepts,Story and Narrative Development for Video Games,Character Design for Video Games,Game Design and Development Capstone,Principles of Game Design"
1992,Teaching Popular Music in the Classroom,teach popular music in the classroombeginnerprofessionaleduc entertain scale agil framework interact media self-assess pedagogi music creativ teach music therapi lesson plan social-sci education4.716,4.7,Beginner,Professional,16,"Understanding the Music Business What is Music Worth?,Music for Wellness,The Technology of Music Production,Music's Big Bang The Genesis of Rock 'n' Roll,The Technology of Music Production,Electronic Music Performance Techniques"
2112,Concept Art for Video Games,concept art for video gamesintermediatestudentfilm asset model geometri 3d model game design 3d graphic softwar organ manag cinema 4d rubi program languag arts-and-human music-and-art4.716,4.7,Intermediate,Student,16,"Pixel Art for Video Games,Current Gen 3D Game Prop Production,World Design for Video Games,Design Computing 3D Modeling in Rhinoceros with Python/Rhinoscript,Game Design Document Define the Art & Concepts,Asset Creation and Management"
2614,Interpersonal Communication for Engineering Leaders,interperson commun for engin leadersadvancedstudentinterperson commun crisi manag commun plan facilit crisi commun commun leadership crisi interperson relationship person brand busi leadership-and-management4.716,4.7,Advanced,Student,16,"Leadership Communication for Maximum Impact Storytelling,High Stakes Leadership Leading in Times of Crisis,Communication in the 21st Century Workplace,Communicating During Global Emergencies,Oral Communication for Engineering Leaders,Establishing a Professional �Self� through Effective Intercultural Communication"
2622,Business Growth Strategy,busi growth strategyintermediatestudentleadership and manag busi strategi strategi market econom merger & acquisit real option valuat real option growth strategi innov scenario plan busi business-strategy4.716,4.7,Intermediate,Student,16,"Business Strategies for Emerging Markets,Business Strategy in Practice (Project-centered Course),Advanced Competitive Strategy,Business Strategy Business Model Canvas Analysis with Miro,International Business I,Advanced Valuation and Strategy - M&A Private Equity and Venture Capital"
2631,Reproducible Templates for Analysis and Dissemination,reproduc templat for analysi and disseminationadvancedprofessionalsyntax github probabl densiti function book yaml rstudio surround sound document html order pair data-sci data-analysis4.716,4.7,Advanced,Professional,16,"Stock Analysis Create a Buy Signal Filter using R and the Quantmod Package,Introduction to Probability and Data with R,Data Analysis Using Pyspark,The Data Scientist�s Toolbox,The Data Scientist�s Toolbox,R Programming"
2655,The Technology of Music Production,the technolog of music productionintermediateprofessionalaudio product sound guitar electron music electron music audio edit microphon sound design ableton arts-and-human music-and-art4.716,4.7,Intermediate,Professional,16,"The Technology of Music Production,The Art of Music Production,The Art of Music Production,The Art of Music Production,The Art of Music Production,Creating Sounds for Electronic Music"
2777,Visual Perception and the Brain,visual percept and the brainintermediateprofessionalbrain test anatomi philosophi geometri neurosci percept photographi color vision plant biolog color psycholog life-sci basic-science4.716,4.7,Intermediate,Professional,16,"Introduction to Algae,Understanding Plants - Part I What a Plant Knows,Advanced Neurobiology II,Understanding Plants - Part II Fundamentals of Plant Biology,Anatomy Human Neuroanatomy,Fundamental Neuroscience for Neuroimaging"
2815,Ethical Leadership Through Giving Voice to Values,ethic leadership through give voic to valuesintermediatestudentleadership enabl thought educ ethic experi choic leadership develop valu premium reason busi leadership-and-management4.716,4.7,Intermediate,Student,16,"Adapt your leadership style,Giving Sense to Your Leadership Experience,Leadership Through Social Influence,High Performance Collaboration Leadership Teamwork and Negotiation,Leadership Through Design Innovation,Conversations That Inspire Coaching Learning Leadership and Change"
2840,Computer Simulations,comput simulationsadvancedstudentmodel numer analysi materi comput social scienc cost benefit analysi behavior econom simul util agent-bas model comput simul data-sci machine-learning4.716,4.7,Advanced,Student,16,"Computational Social Science Methods,Simulation and modeling of natural processes,Data Analysis with Python,Data Analysis with Python,Data Analysis with Python,Applied Data Science Capstone"
3176,Profit Analysis using Economic Value Added,profit analysi use econom valu addedintermediateprofessionalcost invest financ project financ charg averag cost method econom valu ad averag econom financi statement busi finance4.716,4.7,Intermediate,Professional,16,"Introduction to Valuation with WACC,Corporate Finance Essentials,Finance for Non-Financial Professionals,Finance for Non-Financial Managers,Time Value of Money,Create a Financial Statement using Google Sheets"
3361,Creating an AWS EC2 Autoscaling Group using Load Balancer,creat an aw ec2 autosc group use load balancerbeginnerstudentscal load test scale amazon elast comput cloud write project languag front and back end web applic web information-technolog cloud-computing4.716,4.7,Beginner,Student,16,"AWS Fundamentals Going Cloud-Native,AWS Fundamentals Building Serverless Applications,AWS Publish a NodeJS Website from Scratch,AWS Elastic BeanstalkDeploy a Python(Flask) Web Application,Docker Essentials & Building a Containerized Web Application,AWS Fundamentals Addressing Security Risk"
3503,Copyright Law in the Music Business,copyright law in the music businessintermediatestudentpubl domain trademark intellectu properti law intellectu properti interpol process law entertain law sound music busi business-strategy4.716,4.7,Intermediate,Student,16,"Copyright Law in the Music Business,European Business Law Competing in Europe,Protecting Business Innovations via Trademark,Protecting Business Innovations via Copyright,Corporate & Commercial Law I Contracts & Employment Law,Internet Giants The Law and Economics of Media Platforms"
3504,Copyright Law in the Music Business,copyright law in the music businessintermediatestudentpubl domain trademark intellectu properti law intellectu properti interpol process law entertain law sound music busi business-strategy4.716,4.7,Intermediate,Student,16,"Copyright Law in the Music Business,European Business Law Competing in Europe,Protecting Business Innovations via Trademark,Protecting Business Innovations via Copyright,Corporate & Commercial Law I Contracts & Employment Law,Internet Giants The Law and Economics of Media Platforms"
1617,Introduction to Integrative Therapies and Healing Practices,introduct to integr therapi and heal practicesintermediateprofessionalaromatherapi therapi heal function medicin reiki scope of practic ayurveda naturopathi medicin chines medicin life-sci patient-care4.715,4.7,Intermediate,Professional,15,"Curanderismo Traditional Healing Using Plants,Everyday Chinese Medicine,Health Concepts in Chinese Medicine,Traditional herbal medicine in supportive cancer care From alternative to integrative,Everyday Chinese Medicine 2,Transgender Medicine for General Medical Providers"
1619,The Modern and the Postmodern (Part 1),the modern and the postmodern (part 1)intermediateprofessionalpoetri write philosophi intellectu literari theori write histori art histori histori of idea art critic think arts-and-human philosophy4.715,4.7,Intermediate,Professional,15,"Modern American Poetry,Seeing Through Photographs,Modern Art & Ideas,Plagues Witches and War The Worlds of Historical Fiction,Russian History from Lenin to Putin,Fashion as Design"
1645,HI-FIVE Health Informatics For Innovation Value & Enrichment (Administrative/IT Perspective),hi-fiv health informat for innov valu & enrich (administrative/it perspective)beginnerstudentpati public health informat public health health system health informat specialti care health care fee-for-servic health inform technolog inform exchang life-sci healthcare-management4.715,4.7,Beginner,Student,15,"HI-FIVE Health Informatics For Innovation Value & Enrichment (Clinical Perspective),Health and healthcare in transition dilemmas of governance,HI-FIVE Health Informatics For Innovation Value & Enrichment (Social/Peer Perspective),The Social and Technical Context of Health Informatics,Health for All Through Primary Health Care,An Introduction to Global Health"
1699,Leading Healthcare Quality and Safety,lead healthcar qualiti and safetyintermediatestudentmed error safeti healthcar qualiti leadership and manag leadership patient safeti health care patient hazard analysi and critic control point measur life-sci healthcare-management4.715,4.7,Intermediate,Student,15,"Measuring the Success of a Patient Safety or Quality Improvement Project (Patient Safety VI),Implementing a Patient Safety or Quality Improvement Project (Patient Safety V),Patient Safety and Quality Improvement Developing a Systems View (Patient Safety I),Setting the Stage for Success An Eye on Safety Culture and Teamwork (Patient Safety II),Health Care Delivery in Healthcare Organizations,Healthcare Organizations and the Health System"
1728,Agile Analytics,agil analyticsbeginnerstudenttouchpoint product manag analyt user stori scrum softwar develop leadership and manag usabl java annot usabl test agil manag computer-sci design-and-product4.715,4.7,Beginner,Student,15,"Agile Analytics,Managing an Agile Team,Managing an Agile Team,Introduction to Software Product Management,Agile Meets Design Thinking,Agile Meets Design Thinking"
1837,Convolutions for Text Classification with Keras,convolut for text classif with kerasbeginnerstudentdocu classif statist classif languag machin learn kera python program convolut tensorflow word embed natur languag process data-sci machine-learning4.715,4.7,Beginner,Student,15,"Basic Image Classification with TensorFlow,Transfer Learning for NLP with TensorFlow Hub,Language Classification with Naive Bayes in Python,Classification with Transfer Learning in Keras,Using TensorFlow with Amazon Sagemaker,Tweet Emotion Recognition with TensorFlow"
1936,Formal Financial Accounting,formal financi accountingintermediatestudentaccount payabl financ account debit and credit stock equiti financ account receiv retain earn financi account financi statement busi business-essentials4.715,4.7,Intermediate,Student,15,"Accounting for Decision Making,Financial Reporting Capstone,Advanced Financial Reporting Accounting for Business Combinations and Preparation of Consolidated Financial Statements,Accounting Principles of Financial Accounting,Fundamentals of Business Finance with Goldman Sachs 10 000 Women,Finance for Non-Financial Professionals"
2048,Linear Circuits 2 AC Analysis,linear circuit 2 ac analysisintermediateprofessionalvoltag probe power electron power suppli electron circuit current probe electron electr engin oscilloscop analysi physic experi physical-science-and-engin electrical-engineering4.715,4.7,Intermediate,Professional,15,"Linear Circuits 1 DC Analysis,Converter Circuits,Introduction to Power Electronics,Magnetics for Power Electronic Converters,Electrodynamics Analysis of Electric Fields,Converter Control"
2339,Cities are back in town  sociolog�a urbana para un mundo globalizado,citi are back in town sociolog�a urbana para un mundo globalizadobeginnerprofessionalconstitut sociolog global model depend and independ variabl india sexual global citi humana urban plan social-sci governance-and-society4.715,4.7,Beginner,Professional,15,"Cities are back in town  urban sociology for a globalizing urban world,Cities are back in town  sociologie urbaine pour un monde globalis�,The City and You Find Your Best Place,Global Arctic,African cities  An Introduction to Urban Planning,Innovative Governance of Large Urban Systems"
2371,Supply Market Analysis,suppli market analysisbeginnerprofessionalprocur market econom financ categori manag purchas manag pest analysi suppli chain market analysi evalu leadership and manag busi leadership-and-management4.715,4.7,Beginner,Professional,15,"Supply Chain Finance Market and Fintech Ecosystem,Procurement Basics,Procurement & Sourcing Introduction,Procurement Negotiation,Operations Management Analysis and Improvement Methods,Supply chain management Be global"
2767,Procurement Basics,procur basicsbeginnerprofessionalsuppli chain suppli chain risk manag suppli chain manag flow network custom relationship manag leadership and manag intern purchas manag contract manag procur busi leadership-and-management4.715,4.7,Beginner,Professional,15,"Procurement & Sourcing Introduction,Procurement Negotiation,Supply chain management Be global,Supply Chain Principles,Operations Management Analysis and Improvement Methods,Strategic Procurement and Sourcing Conclusions"
2788,Gender Family and Social Change in Contemporary South Korea,gender famili and social chang in contemporari south koreaintermediatestudentfamili analysi sexolog homosexu male circumcis sexual korean languag social construction sexual orient social-sci governance-and-society4.715,4.7,Intermediate,Student,15,"Social Services for Families Seniors and Those with Disabilities,US Social Services Compared,Community Organizing for Social Justice,Ethical Social Media,US Social Services Where did they come from?,What is Social?"
2806,Bayesian Statistics Techniques and Models,bayesian statist techniqu and modelsintermediatestudentinfer gener statist mont carlo method markov chain model bayesian chain bayesian infer markov chain mont carlo bayesian statist data-sci probability-and-statistics4.715,4.7,Intermediate,Student,15,"Bayesian Methods for Machine Learning,Bayesian Statistics From Concept to Data Analysis,Bayesian Statistics Mixture Models,Statistics with R Capstone,Bayesian Statistics,Improving your statistical inferences"
2820,Sales Training Sales Team Management,sale train sale team managementadvancedstudentcoach human learn train materi hubspot onboard materi manag sale sale process engin strategi recruit busi leadership-and-management4.715,4.7,Advanced,Student,15,"Sales Training Techniques for a Human-Centric Sales Process,Sales Training Building Your Sales Career,Connecting with Sales Prospects,Sales Force Management,Sales Management,Sales Operations Final Project"
2857,Java Primitive Types to Calculate Expenses,java primit type to calcul expensesbeginnerstudentcomput program data type primit data type payment order pair java softwar platform expens project c++ arithmet computer-sci software-development4.715,4.7,Beginner,Student,15,"Create your first Java project using jGRASP,Java Programming Principles of Software Design,Java Programming Arrays Lists and Structured Data,Java Programming Arrays Lists and Structured Data,Java Programming Build a Recommendation System,Java Decision Programming"
2976,Understanding Terrorism and the Terrorist Threat,understand terror and the terrorist threatintermediateprofessionaldatabas terror measur human learn organiz structur threat recruit critic think disposit qualit research social-sci governance-and-society4.715,4.7,Intermediate,Professional,15,"Understanding 9/11 Why 9/11 Happened & How Terrorism Affects Our World Today,Qualitative Research Methods,New Approaches to Countering Terror Countering Violent Extremism,Classical Sociological Theory,Social Computing,Understanding Research Methods"
3188,Browser-based Models with TensorFlow.js,browser-bas model with tensorflow.jsintermediatestudenttensorflow artifici neural network callback comput program sprite comput graphic javascript webcam rock paper scissor model rockbox human learn computer-sci software-development4.715,4.7,Intermediate,Student,15,"Interactive Computer Graphics,Introduction to Computer Programming,Introduction to TensorFlow for Artificial Intelligence Machine Learning and Deep Learning,Advanced Deployment Scenarios with TensorFlow,The Fundamentals of Computing Capstone Exam,How Computers Work"
3427,Creating Sounds for Electronic Music,creat sound for electron musicadvancedstudentu.s. secur and exchang commiss ableton electron music music sound video edit chord sound design order pair electron arts-and-human music-and-art4.715,4.7,Advanced,Student,15,"The Technology of Music Production,The Technology of Music Production,Electronic Music Performance Techniques,Introduction to Ableton Live,Introduction to Ableton Live,The Art of Music Production"
1556,Materials in Oral Health,materi in oral healthintermediateprofessionaldent materi orthodont dentistri restor dentistri 3d print digit dentistri dental technician materi dental cement biomateri life-sci basic-science4.714,4.7,Intermediate,Professional,14,"Dentistry 101,Implant Dentistry,Materials Data Sciences and Informatics,Materials Science 10 Things Every Engineer Should Know,The 3D Printing Revolution,HPV-Associated Oral and Throat Cancer What You Need to Know"
1743,Understanding Financial Statements Company Performance,understand financi statement compani performancebeginnerprofessionalfinanci analysi account incom incom statement balanc sheet financ analysi flow network financi statement financi ratio busi business-essentials4.714,4.7,Beginner,Professional,14,"Accounting Principles of Financial Accounting,Financial Accounting Fundamentals,The Language and Tools of Financial Analysis,Financial Reporting Capstone,Understanding Financial Statements Company Position,Financial Analysis for Startups"
1788,Major Engineering Projects Governance Risk and Scope,major engin project govern risk and scopebeginnerprofessionalmicrosoft project averag project manag risk manag project financ model leadership and manag risk project construct manag project govern physical-science-and-engin mechanical-engineering4.714,4.7,Beginner,Professional,14,"Major Engineering Project Performance,Project Management Project,Managing Project Risks and Changes,Managing Project Risks and Changes,Engineering Project Management Risk Quality Teams and Procurement,IT Project Management"
1876,Construct Stock Market Indices,construct stock market indicesbeginnerstudentpubl float project microsoft excel market econom financ stock market weight stock index invest busi finance4.714,4.7,Beginner,Student,14,"Introduction to Financial Markets,Finance for Everyone Markets,Compare Stock Returns with Google Sheets,Biases and Portfolio Selection,Measuring Stock Liquidity,Bonds & Stocks"
1885,Collect and Share Employee Feedback with Officevibe,collect and share employe feedback with officevibebeginnerprofessionalopinion target audienc leadership and manag usabl account puls employ sharehold person advertis human resourc busi leadership-and-management4.714,4.7,Beginner,Professional,14,"Create Employee Management System with When I Work,Leading People and Teams Capstone,Setting Expectations & Assessing Performance Issues,Preparing to Manage Human Resources,Inspiring and Motivating Individuals,Inspiring Leadership through Emotional Intelligence"
2167,Accounting Analysis II Measurement and Disclosure of Liabilities,account analysi ii measur and disclosur of liabilitiesadvancedstudentaccru account payabl fair valu tax account asset comprehens incom intern financi report standard defer tax financi statement busi business-essentials4.714,4.7,Advanced,Student,14,"Financial Reporting Capstone,Advanced Financial Reporting Accounting for Business Combinations and Preparation of Consolidated Financial Statements,Accounting Analysis I Measurement and Disclosure of Assets,Accounting Analysis II Accounting for Liabilities and Equity,Accounting Analysis I The Role of Accounting as an Information System,Understanding Financial Statements Company Performance"
2254,Kinetics Studying Spacecraft Motion,kinet studi spacecraft motionadvancedprofessionaltorqu frame linear spin angular appimag packag method approxim satellit semigroup action dynam system physical-science-and-engin physics-and-astronomy4.714,4.7,Advanced,Professional,14,"Spacecraft Dynamics Capstone Mars Mission,Kinematics Describing the Motions of Spacecraft,Control of Nonlinear Spacecraft Attitude Motion,AstroTech The Science and Technology behind Astronomical Discovery,Nuclear Reactor Physics Basics,How Things Work An Introduction to Physics"
2472,Python Imputations Feature Creation & Statistical Analysis,python imput featur creation & statist analysisbeginnerprofessionalgener statist python program imput statist analysi exploratori data analysi miss data project featur engin evalu statist analysi data-sci machine-learning4.714,4.7,Beginner,Professional,14,"Analyze Box Office Data with Seaborn and Python,Exploratory Data Analysis,Exploratory Data Analysis for Machine Learning,Exploratory Data Analysis for Machine Learning,Exploratory Data Analysis With Python and Pandas,Understanding and Visualizing Data with Python"
2502,Maps and the Geospatial Revolution,map and the geospati revolutionintermediateprofessionalmap order pair cartographi gi softwar geograph inform system scale global posit system themat map map spatial analysi data-sci data-analysis4.714,4.7,Intermediate,Professional,14,"Spatial Data Science and Applications,Fundamentals of GIS,Geospatial Analysis Project,Python Geospatial Data Analysis,GIS Data Formats Design and Quality,GIS Data Acquisition and Map Design"
2586,Creating a Personal Site with Gatsby,creat a person site with gatsbybeginnerprofessionalperson advertis javascript syntax web develop pageabl memori web project syntax project mine javascript templat processor computer-sci mobile-and-web-development4.714,4.7,Beginner,Professional,14,"Interactivity with JavaScript,Build A Google Firebase Web App (Part II),Build a Google Firebase Web Application,Introduction to JavaScript,Style Tables with CSS,Introduction to Front-end Development with ReactJS"
2795,Advertising and Society,advertis and societyadvancedprofessionalpubl relat advertis strategi semiot histori histori of advertis advertis advertis techniqu advertis manag market strategi social-sci economics4.714,4.7,Advanced,Professional,14,"Native Advertising,Search Advertising,Content Advertising & Social IMC,Social Media Advertising,Fundamentals of Social Media Advertising,Integrated Marketing Communications Advertising Public Relations Digital Marketing and more"
3041,Foundations of Data Science K-Means Clustering in Python,foundat of data scienc k-mean cluster in pythonconversantprofessionalunsupervis learn data cluster algorithm comput program ipython machin learn k-mean cluster graph numpi cluster analysi python program data-sci machine-learning4.714,4.7,Conversant,Professional,14,"Machine Learning Clustering & Retrieval,Hierarchical Clustering Customer Segmentation,Clustering Geolocation Data Intelligently in Python,Applied Data Science Capstone,Applied Data Science Capstone,Image Compression with K-Means Clustering"
3065,Health Care Delivery in Healthcare Organizations,health care deliveri in healthcar organizationsbeginnerstudentrun patient probabl densiti function extern present model portabl document format p-rep healthcar manag health care life-sci healthcare-management4.714,4.7,Beginner,Student,14,"Healthcare Organizations and the Health System,The Science of Health Care Delivery,Quality Improvement in Healthcare Organizations,Regulated Competition in Healthcare Systems Theory & Practice,Leading Healthcare Quality and Safety,Health Care IT Challenges and Opportunities"
3287,Human Rights for Open Societies,human right for open societiesintermediatestudentthought law news reason principl discrimin polit scienc vote intern relat histori social-sci law4.714,4.7,Intermediate,Student,14,"Understanding International Relations Theory,International Law In Action Investigating and Prosecuting International Crimes,Refugees in the 21st Century,International Law in Action the Arbitration of International Disputes,Introduction to International Criminal Law,Introduction to English Common Law"
3326,Google Cloud Platform Fundamentals Core Infrastructure,googl cloud platform fundament core infrastructureconversantprofessionalgoogl cloud platform big data cloud infrastructur googl storag cloud storag bigqueri cloud platform kubernet cloud comput googl app engin information-technolog cloud-computing4.714,4.7,Conversant,Professional,14,"Google Cloud Platform Fundamentals Core Infrastructure,Google Cloud Platform Fundamentals Core Infrastructure,Google Cloud Platform Fundamentals Core Infrastructure,Google Cloud Platform Fundamentals Core Infrastructure,Google Cloud Platform Fundamentals Core Infrastructure,Google Cloud Platform Fundamentals Core Infrastructure"
3367,Information Systems Auditing Controls and Assurance,inform system audit control and assurancebeginnerstudentleadership and manag inform secur intern control audit risk risk inform technolog secur audit risk manag audit inform technolog audit secur information-technolog security4.714,4.7,Beginner,Student,14,"The GRC Approach to Managing Cybersecurity,Planning Auditing and Maintaining Enterprise Systems,IT Infrastructure and Emerging Trends,Introduction to Cybersecurity for Business,Identifying Monitoring and Analyzing Risk and Incident Response and Recovery,Proactive Computer Security"
3461,Natural Gas,natur gasbeginnerstudentutil chain energi energi effici suppli chain student residu natur ga safeti safeti engin oil physical-science-and-engin electrical-engineering4.714,4.7,Beginner,Student,14,"Energy The Enterprise,Energy Environment and Everyday Life,Photovoltaic solar energy,Solar Energy Codes Permitting and Zoning,Electric Power Systems,Electrodynamics Analysis of Electric Fields"
3476,Simple Regression Analysis in Public Health,simpl regress analysi in public healthbeginnerstudentinteract statist odd ratio hazard analysi regress analysi estim surviv analysi linear regress regress linear life-sci public-health4.714,4.7,Beginner,Student,14,"Linear Regression in R for Public Health,Logistic Regression in R for Public Health,Multiple Regression Analysis in Public Health,Survival Analysis in R for Public Health,Regression Modeling in Practice,Regression Analysis with Yellowbrick"
1669,Java Classes and Objects,java class and objectsbeginnerstudenteuler' totient function class comput program c++ inventori java softwar platform objective-c sourc code order pair continu function class variabl computer-sci software-development4.713,4.7,Beginner,Student,13,"Building a Text-Based Bank in Java,Java Programming Build a Recommendation System,Java Programming Principles of Software Design,Kotlin for Java Developers,Class Creation in Object Oriented Python,C++ Classes and Objects"
1779,Introduction to Project Management with ClickUp,introduct to project manag with clickupbeginnerstudentleadership and manag organ manag collabor project project manag account budget document commun schedul busi leadership-and-management4.713,4.7,Beginner,Student,13,"Introduction to Project Management,Project Management The Basics for Success,Project Management Creating the WBS,Project Management Project,Engineering Project Management Scope Time and Cost Management,Managing Project Risks and Changes"
2001,Wireless Communications for Everybody,wireless commun for everybodybeginnerprofessionaltelecommun cellular network packet switch wireless network circuit switch wireless mimo data transmiss commun architectur physical-science-and-engin electrical-engineering4.713,4.7,Beginner,Professional,13,"Introduction to Satellite Communications,The Bits and Bytes of Computer Networking,Sensors and Sensor Circuit Design,Plastic electronics,MOS Transistors,Embedded Software and Hardware Architecture"
2068,Principles of Sustainable Finance,principl of sustain financebeginnerprofessionalenvironment factor corpor govern financ principl social respons invest sustain asset manag invest bank sustain busi busi finance4.713,4.7,Beginner,Professional,13,"Sustainable Fashion,Sustainable Business Enterprises,Driving business towards the Sustainable Development Goals,Corporate Sustainability. Understanding and Seizing the Strategic Opportunity,Global sustainability and corporate social responsibility Be sustainable,Essentials of Corporate Finance Capstone"
2197,Sample-based Learning Methods,sample-bas learn methodsintermediatestudenthuman learn machin learn reinforc q-learn estim mont carlo method reinforc learn rel chang and differ bellman equat tempor differ learn data-sci machine-learning4.713,4.7,Intermediate,Student,13,"Practical Reinforcement Learning,A Complete Reinforcement Learning System (Capstone),Structuring Machine Learning Projects,Guided Tour of Machine Learning in Finance,Introduction to Applied Machine Learning,Introduction to Reinforcement Learning in Python"
2226,Major Depression in the Population A Public Health Approach,major depress in the popul a public health approachintermediatestudentpubl health psychiatri preval mental health psychotherapi clinic studi design stress case-control studi major depress disord mental health counselor life-sci public-health4.713,4.7,Intermediate,Student,13,"An Introduction to Global Health,Foundations of Public Health Practice The Public Health Approach,Health and healthcare in transition dilemmas of governance,Health in Complex Humanitarian Emergencies,Bats Ducks and Pandemics An Introduction to One Health Policy,Foundations of Public Health Practice Behaviour & Behaviour Change"
2325,Chicken Behaviour and Welfare,chicken behaviour and welfarebeginnerstudentchicken behavior human learn anim poultri feather peck hous anim behavior feather chicken behavior life-sci animal-health4.713,4.7,Beginner,Student,13,"Dog Emotion and Cognition,Chimpanzee Behavior and Conservation,Sustainable Food Production Through Livestock Health Management,The Horse Course Introduction to Basic Care and Management,Equine Welfare and Management,Dairy Production and Management"
2346,Exploratory Data Analysis With Python and Pandas,exploratori data analysi with python and pandasbeginnerprofessionaldata analysi meta-analysi analysi exploratori data analysi panda data visual univari analysi python program project numpi data-sci data-analysis4.713,4.7,Beginner,Professional,13,"Data Analysis with Python,Data Analysis with Python,Data Analysis with Python,COVID19 Data Analysis Using Python,Exploratory Data Analysis with Seaborn,Exploratory Data Analysis with MATLAB"
