course,user_registration_year,id_user,user_profile,region,course_level,age_band,num_of_prev_attempts,studied_credits,qualification,final_result,course_registration_in_days,course_unregistration_in_days,course_present_in_platform_in_days,module_used_by_user_in_days,total_no_of_times_module_opened,activities_engaged_wrt_modules,total_clicks,projects_completed,average_assessment_score,queries,Hrabsence,Consultations,Attedance,Tenants,Recommend_course_priority,Are_you_Happy_with_course,Projects_in_the_course,Pending_projects,Category
Artificial Intelligence,2011,476457,Professional,Yorkshire Region,Advanced,0-35,1,120,Graduate,Withdrawn,-127,47,174,240,6,53,111,8,68,Machine learning,56,2,Extremabsence,Udemy,High,1,256,248,
Artificial Intelligence,2011,492946,Professional,Surrey,Intermediate,0-35,1,120,Graduate,Fail,-127,240,367,240,41,208,437,92,79.36363636,Python,56,20,Extremabsence,Coursera,Low,1,217,125,
Artificial Intelligence,2013,260955,Professional,Singapore,Intermediate,35-55,0,120,Graduate,Fail,-127,234,361,234,47,226,456,42,56.2,Data Science,56,2,Extremabsence,Byjus,Very Low,1,211,169,
Artificial Intelligence,2013,275112,Professional,Cheshire,Beginner,35-55,3,120,Graduate,Fail,-127,234,361,234,29,126,527,75,10.55555556,Artificial Intelligence,56,20,Extremabsence,Unacademy,Very High ,0,251,176,
Artificial Intelligence,2013,283564,Professional,Yorkshire Region,Intermediate,0-35,0,60,Graduate,Fail,-127,234,361,234,58,223,534,75,63.44444444,Data Science,56,2,Extremabsence,Vedantu,Medium,1,217,142,
Artificial Intelligence,2014,596855,Student,Buckingham,Beginner,0-35,0,60,Graduate,Withdrawn,-127,12,139,269,3,4,4,0,0,Artificial Intelligence,56,2,Extremabsence,Embibe,High,1,264,264,
Artificial Intelligence,2012,578427,Professional,Wales,Beginner,0-35,0,60,Graduate,Withdrawn,-127,170,297,261,35,230,486,43,37,Machine learning,56,2,Extremabsence,Toppr,Low,0,212,169,
Artificial Intelligence,2012,580534,Student,Wales,Intermediate,0-35,0,60,Graduate,Fail,-127,261,388,261,30,157,428,43,60,Python,56,20,Extremabsence,Brainly,Very Low,0,299,256,
Artificial Intelligence,2012,585525,Student,Norfolk,Intermediate,0-35,0,120,Post Graduate,Withdrawn,-127,52,179,261,9,46,93,14,24,Data Science,56,2,Extremabsence,Class Plus,Very High ,0,223,209,
Artificial Intelligence,2014,644310,Student,Hampshire,Intermediate,0-35,0,60,Graduate,Withdrawn,-127,121,248,262,27,99,295,57,55.5,Artificial Intelligence,56,20,Extremabsence,EduKart,Medium,1,213,156,
Artificial Intelligence,2014,651507,Student,Leicester,Intermediate,0-35,0,90,Graduate,Fail,-127,262,389,262,29,82,156,100,46.14285714,Data Science,56,2,Extremabsence,WizIQ,High,1,260,160,
Artificial Intelligence,2012,583966,Professional,Cheshire,Beginner,0-35,0,90,Post Graduate,Fail,-127,268,395,268,23,65,170,0,0,Artificial Intelligence,56,2,Extremabsence,Udemy,Low,1,278,278,
Artificial Intelligence,2012,586510,Student, Oxfordshire,Beginner,0-35,0,60,Graduate,Withdrawn,-127,6,133,268,2,10,25,0,0,Machine learning,56,20,Extremabsence,Coursera,Very Low,1,299,299,
Artificial Intelligence,2012,586753,Student,Leicester,Intermediate,0-35,0,120,Graduate,Fail,-127,268,395,268,66,266,873,38,38.6,Python,56,2,Extremabsence,Byjus,Very High ,1,217,179,
Artificial Intelligence,2014,631193,Student,Leicester,Intermediate,0-35,0,120,Post Graduate,Withdrawn,-127,41,168,269,18,128,376,8,86,Data Science,56,20,Extremabsence,Unacademy,Medium,1,244,236,
Artificial Intelligence,2014,647339,Student,Scotland,Intermediate,0-35,0,90,Graduate,Fail,-127,269,396,269,31,221,597,15,85,Artificial Intelligence,56,2,Extremabsence,Vedantu,High,1,275,260,
Artificial Intelligence,2014,655113,Student,Leicester,Intermediate,0-35,0,120,Graduate,Withdrawn,-127,12,139,269,14,101,205,8,68,Data Science,56,20,Extremabsence,Embibe,Low,1,211,203,
Artificial Intelligence,2014,655416,Student,Norfolk,Beginner,0-35,0,60,Graduate,Withdrawn,-127,104,231,269,21,93,164,15,59,Artificial Intelligence,56,2,Extremabsence,Toppr,Very Low,1,267,252,
Artificial Intelligence,2011,494838,Professional,London ,Intermediate,35-55,1,180,Graduate,Fail,-126,240,366,240,4,38,87,8,77,Machine learning,56,2,Extremabsence,Brainly,Very High ,0,267,259,
Artificial Intelligence,2011,524101,Professional,Leicester,Intermediate,35-55,1,120,Graduate,Withdrawn,-126,143,269,240,60,293,1622,33,81.75,Python,56,20,Extremabsence,Class Plus,Medium,1,245,212,
Artificial Intelligence,2012,585149,Student,Surrey,Advanced,0-35,0,60,Graduate,Withdrawn,-125,47,172,268,15,178,570,23,88.33333333,Data Science,56,20,Extremabsence,EduKart,High,1,234,211,
Artificial Intelligence,2013,355369,Professional,Wales,Intermediate,35-55,2,60,Graduate,Fail,-124,234,358,234,2,3,9,0,0,Artificial Intelligence,56,2,Extremabsence,WizIQ,Low,1,258,258,
Artificial Intelligence,2013,376868,Professional,Yorkshire Region,Beginner,0-35,4,180,Graduate,Fail,-124,234,358,234,2,6,21,0,0,Data Science,56,20,Extremabsence,Udemy,Very Low,1,262,262,
Artificial Intelligence,2012,566381,Professional, Oxfordshire,Beginner,0-35,0,120,Graduate,Fail,-124,261,385,261,122,541,1632,100,45.42857143,Artificial Intelligence,56,20,Extremabsence,Coursera,Very High ,0,207,107,
Artificial Intelligence,2012,587099,Professional,London ,Beginner,0-35,0,60,Post Graduate,Withdrawn,-124,25,149,261,2,11,22,0,0,Machine learning,56,2,Extremabsence,Byjus,Medium,0,209,209,
Artificial Intelligence,2012,588146,Student,Yorkshire Region,Intermediate,0-35,0,60,Graduate,Fail,-124,261,385,261,109,751,2162,86,51.33333333,Python,56,20,Extremabsence,Unacademy,High,0,231,145,
Artificial Intelligence,2011,488425,Student,London ,Intermediate,35-55,0,60,Graduate,Fail,-123,240,363,240,127,717,3290,50,89.66666667,Data Science,56,20,Extremabsence,Vedantu,Low,1,236,186,
Artificial Intelligence,2013,97865,Professional,London ,Advanced,0-35,3,60,Graduate,Withdrawn,-123,163,286,234,13,46,91,42,77,Artificial Intelligence,56,20,Extremabsence,Embibe,Very Low,1,267,225,
Artificial Intelligence,2013,123270,Professional,Cheshire,Advanced,35-55,0,60,Graduate,Fail,-123,234,357,234,15,52,145,33,65.5,Data Science,56,2,Extremabsence,Toppr,Very High ,1,209,176,
Artificial Intelligence,2014,599976,Student,Hampshire,Basic,0-35,0,30,Graduate,Fail,-123,269,392,269,10,36,84,0,0,Artificial Intelligence,56,2,Extremabsence,Brainly,Medium,0,210,210,
Artificial Intelligence,2014,602123,Student,Cheshire,Intermediate,0-35,0,90,Graduate,Fail,-123,269,392,269,63,308,1392,80,56.125,Machine learning,56,20,Extremabsence,Class Plus,High,1,263,183,
Artificial Intelligence,2014,625078,Professional,Buckingham,Intermediate,0-35,1,90,Graduate,Withdrawn,-123,27,150,269,4,4,4,40,94,Python,56,2,Extremabsence,EduKart,Low,1,275,235,
Artificial Intelligence,2014,646502,Student,Surrey,Beginner,0-35,0,60,Graduate,Withdrawn,-123,10,133,269,7,46,211,0,0,Data Science,56,20,Extremabsence,WizIQ,Very Low,0,239,239,
Artificial Intelligence,2012,613199,Professional,Scotland,Intermediate,0-35,0,120,Post Graduate,Withdrawn,5,96,101,268,25,114,285,25,78,Artificial Intelligence,56,20,Extremabsence,Udemy,Very High ,0,279,254,
Artificial Intelligence,2012,581138,Professional,Surrey,Intermediate,0-35,0,60,Graduate,Fail,-123,261,384,261,90,665,1969,100,41.14285714,Data Science,56,2,Extremabsence,Coursera,Medium,0,281,181,
Artificial Intelligence,2012,588460,Student,Yorkshire Region,Advanced,35-55,0,90,Graduate,Fail,-123,261,384,261,126,629,2891,71,64.4,Artificial Intelligence,56,20,Extremabsence,Byjus,High,0,212,141,
Artificial Intelligence,2012,613298,Student,Singapore,Advanced,0-35,0,60,Graduate,Withdrawn,2,122,124,268,4,6,8,8,62,Machine learning,56,2,Extremabsence,Unacademy,Low,0,236,228,
Artificial Intelligence,2012,614148,Professional,Wales,Intermediate,35-55,0,60,Graduate,Fail,2,268,270,268,12,59,114,25,67.66666667,Python,56,20,Extremabsence,Vedantu,Very Low,0,299,274,
Artificial Intelligence,2014,638677,Professional,Wales,Conversant,0-35,0,120,Graduate,Withdrawn,-123,195,318,269,67,361,1308,46,80.33333333,Data Science,56,2,Extremabsence,Embibe,Very High ,0,261,215,
Artificial Intelligence,2014,648576,Student,Wales,Advanced,0-35,0,60,Graduate,Withdrawn,-123,269,392,269,1,1,1,0,0,Artificial Intelligence,56,20,Extremabsence,Toppr,Medium,0,264,264,
Artificial Intelligence,2011,513210,Professional,Buckingham,Advanced,35-55,1,120,Post Graduate,Withdrawn,-122,198,320,240,39,255,1160,83,72.7,Data Science,56,2,Extremabsence,Brainly,High,1,235,152,
Artificial Intelligence,2013,476037,Professional,Scotland,Advanced,35-55,2,180,Graduate,Fail,-122,234,356,234,20,175,504,58,63.28571429,Artificial Intelligence,56,20,Extremabsence,Class Plus,Low,0,231,173,
Artificial Intelligence,2014,1757561,Professional, Oxfordshire,Intermediate,35-55,1,60,Graduate,Fail,-122,262,384,262,48,312,995,50,82.66666667,Machine learning,56,20,Extremabsence,EduKart,Very Low,0,262,212,
Artificial Intelligence,2012,2421929,Professional,Wales,Beginner,0-35,1,195,Graduate,Fail,1,268,269,268,23,76,217,25,83,Python,56,20,Extremabsence,WizIQ,Very High ,0,259,234,
Artificial Intelligence,2014,588556,Student,Norfolk,Intermediate,0-35,0,60,Graduate,Fail,-122,269,391,269,9,49,149,10,50,Data Science,56,20,Extremabsence,Udemy,Medium,0,282,272,
Artificial Intelligence,2014,604825,Professional,Cheshire,Beginner,0-35,0,120,Graduate,Withdrawn,-122,158,280,269,13,65,235,20,75.5,Artificial Intelligence,56,2,Extremabsence,Coursera,High,0,233,213,
Artificial Intelligence,2014,618982,Student,Buckingham,Intermediate,0-35,0,30,Graduate,Withdrawn,-122,230,352,269,13,52,88,10,46,Data Science,56,20,Extremabsence,Byjus,Low,1,259,249,
Artificial Intelligence,2014,623079,Student,Hampshire,Advanced,0-35,0,60,Graduate,Withdrawn,-122,23,145,269,17,55,387,0,0,Artificial Intelligence,56,2,Extremabsence,Unacademy,Very Low,1,256,256,
Artificial Intelligence,2014,641347,Student,Wales,Intermediate,0-35,0,60,Graduate,Withdrawn,-122,147,269,269,16,97,643,50,49.8,Machine learning,56,20,Extremabsence,Vedantu,Very High ,1,299,249,
Artificial Intelligence,2014,645948,Student,Leicester,Beginner,0-35,0,90,Graduate,Withdrawn,-122,109,231,269,64,483,1489,30,76.33333333,Python,56,2,Extremabsence,Embibe,Medium,1,298,268,
Artificial Intelligence,2012,546293,Student,Singapore,Intermediate,35-55,1,60,Post Graduate,Fail,-122,261,383,261,0,0,0,29,42,Data Science,56,20,Extremabsence,Toppr,High,1,276,247,
Artificial Intelligence,2012,577200,Student,Yorkshire Region,Intermediate,0-35,0,90,Graduate,Fail,-122,261,383,261,24,62,122,14,34,Artificial Intelligence,56,2,Extremabsence,Brainly,Low,1,269,255,
Artificial Intelligence,2014,653608,Student,Wales,Beginner,0-35,0,120,Graduate,Fail,-122,269,391,269,2,4,8,0,0,Data Science,56,20,Extremabsence,Class Plus,Very Low,1,233,233,
Artificial Intelligence,2014,646742,Student,Leicester,Intermediate,0-35,0,210,Graduate,Withdrawn,-122,75,197,269,19,120,287,8,62,Artificial Intelligence,56,20,Extremabsence,EduKart,Very High ,0,267,259,
Artificial Intelligence,2014,654112,Student,London ,Intermediate,35-55,0,60,Graduate,Withdrawn,-122,89,211,269,23,178,1072,23,83,Machine learning,56,2,Extremabsence,WizIQ,Medium,1,200,177,
Artificial Intelligence,2011,525797,Professional,London ,Intermediate,0-35,1,120,Graduate,Fail,-121,240,361,240,0,0,0,0,0,Python,56,20,Extremabsence,Udemy,High,1,282,282,
Artificial Intelligence,2011,530215,Professional,Yorkshire Region,Intermediate,0-35,1,120,Graduate,Withdrawn,-121,12,133,240,0,0,0,0,0,Data Science,56,2,Extremabsence,Coursera,Low,1,243,243,
Artificial Intelligence,2011,530266,Professional,Surrey,Intermediate,0-35,0,60,Graduate,Fail,-121,240,361,240,3,26,103,8,60,Artificial Intelligence,56,20,Extremabsence,Byjus,Very Low,0,271,263,
Artificial Intelligence,2012,2583791,Professional,Cheshire,Intermediate,35-55,0,60,Graduate,Fail,-121,268,389,268,31,214,504,92,57,Data Science,56,2,Extremabsence,Unacademy,Very High ,0,245,153,
Artificial Intelligence,2013,231959,Professional,London ,Beginner,35-55,2,180,Graduate,Fail,81,234,315,234,8,62,156,50,73.66666667,Artificial Intelligence,56,2,Extremabsence,Vedantu,Medium,1,270,220,
Artificial Intelligence,2014,602856,Professional,Scotland,Beginner,0-35,0,60,Graduate,Withdrawn,-121,31,152,269,40,372,1678,10,89,Machine learning,56,20,Extremabsence,Embibe,High,1,249,239,
Artificial Intelligence,2014,632866,Professional,Cheshire,Beginner,0-35,0,60,Graduate,Withdrawn,-121,234,355,269,60,476,2205,80,87.625,Python,56,2,Extremabsence,Toppr,Low,0,214,134,
Artificial Intelligence,2012,584615,Student,Surrey,Beginner,0-35,0,120,Graduate,Withdrawn,-121,131,252,261,2,13,21,0,0,Data Science,56,20,Extremabsence,Brainly,Very Low,0,230,230,
Artificial Intelligence,2012,585210,Student,Norfolk,Beginner,0-35,0,60,Post Graduate,Fail,-121,261,382,261,26,119,255,86,42.66666667,Artificial Intelligence,56,2,Extremabsence,Class Plus,Very High ,1,230,144,
Artificial Intelligence,2013,265958,Professional,Scotland,Advanced,0-35,4,180,Graduate,Fail,59,234,293,234,13,33,120,50,72.16666667,Data Science,56,20,Extremabsence,EduKart,Medium,1,204,154,
Artificial Intelligence,2012,588884,Student,Surrey,Advanced,0-35,0,120,Graduate,Withdrawn,-121,233,354,261,105,451,947,86,79.66666667,Artificial Intelligence,56,2,Extremabsence,WizIQ,High,0,219,133,
Artificial Intelligence,2014,657071,Student,Yorkshire Region,Beginner,0-35,0,60,Post Graduate,Fail,-121,262,383,262,7,29,59,0,0,Machine learning,56,20,Extremabsence,Udemy,Low,0,297,297,
Artificial Intelligence,2014,674393,Professional,Singapore,Intermediate,0-35,0,120,Graduate,Withdrawn,-121,22,143,262,42,215,630,14,60,Python,56,2,Extremabsence,Coursera,Very Low,1,241,227,
Artificial Intelligence,2012,582251,Student,London ,Beginner,35-55,0,60,Graduate,Withdrawn,-121,9,130,268,14,69,216,0,0,Data Science,56,20,Extremabsence,Byjus,Very High ,0,299,299,
Artificial Intelligence,2014,653797,Student,Scotland,Advanced,0-35,0,60,Post Graduate,Withdrawn,-121,95,216,269,50,285,978,23,81.33333333,Artificial Intelligence,56,2,Extremabsence,Unacademy,Medium,1,271,248,
Artificial Intelligence,2011,532584,Professional,Buckingham,Beginner,0-35,0,60,Graduate,Fail,-120,240,360,240,5,14,29,25,69.66666667,Data Science,56,20,Extremabsence,Vedantu,High,1,286,261,
Artificial Intelligence,2013,435057,Professional,Yorkshire Region,Intermediate,0-35,0,120,Graduate,Fail,-120,234,354,234,4,51,78,0,0,Artificial Intelligence,56,20,Extremabsence,Embibe,Low,0,269,269,
Artificial Intelligence,2014,645770,Student,Wales,Beginner,0-35,0,90,Graduate,Fail,-120,269,389,269,137,859,2948,90,69.22222222,Machine learning,56,20,Extremabsence,Toppr,Very Low,0,200,110,
Artificial Intelligence,2012,586625,Student,Buckingham,Intermediate,0-35,0,60,Graduate,Fail,-120,261,381,261,92,461,1136,86,48.83333333,Python,56,2,Extremabsence,Brainly,Very High ,1,218,132,
Artificial Intelligence,2012,588537,Student,Cheshire,Beginner,35-55,0,60,Graduate,Withdrawn,-120,51,171,261,23,150,324,14,49,Data Science,56,20,Extremabsence,Class Plus,Medium,1,222,208,
Artificial Intelligence,2014,654502,Professional,Leicester,Beginner,0-35,0,90,Graduate,Withdrawn,-120,168,288,262,23,98,216,57,58.5,Artificial Intelligence,56,20,Extremabsence,EduKart,High,1,207,150,
Artificial Intelligence,2014,674193,Student,London ,Advanced,0-35,0,60,Graduate,Withdrawn,-120,111,231,262,14,45,68,43,76,Data Science,56,2,Extremabsence,WizIQ,Low,1,275,232,
Artificial Intelligence,2014,645557,Student,Norfolk,Beginner,0-35,0,90,Graduate,Withdrawn,-120,146,266,269,34,150,554,40,82.5,Artificial Intelligence,56,20,Extremabsence,Udemy,Very Low,0,207,167,
Artificial Intelligence,2014,650849,Professional,Norfolk,Intermediate,0-35,0,60,Graduate,Withdrawn,-120,130,250,269,12,62,232,40,71,Machine learning,56,2,Extremabsence,Coursera,Very High ,1,287,247,
Artificial Intelligence,2014,656068,Student,Cheshire,Intermediate,0-35,0,120,Graduate,Fail,-120,269,389,269,1,8,32,0,0,Python,56,20,Extremabsence,Byjus,Medium,0,298,298,
Artificial Intelligence,2012,587859,Student, Oxfordshire,Beginner,0-35,0,120,Graduate,Withdrawn,-120,179,299,268,26,160,829,31,67,Data Science,56,2,Extremabsence,Unacademy,High,1,253,222,
Artificial Intelligence,2013,447292,Professional,London ,Beginner,35-55,1,60,Graduate,Fail,4,234,238,234,17,102,228,25,78.33333333,Artificial Intelligence,56,2,Extremabsence,Vedantu,Low,1,213,188,
Artificial Intelligence,2014,649385,Student,London ,Advanced,0-35,0,90,Post Graduate,Withdrawn,-120,116,236,269,33,135,276,15,73,Data Science,56,20,Extremabsence,Embibe,Very Low,1,230,215,
Artificial Intelligence,2014,650031,Professional,Yorkshire Region,Advanced,0-35,0,120,Graduate,Fail,-120,269,389,269,72,515,1781,31,63.5,Artificial Intelligence,56,2,Extremabsence,Toppr,Very High ,1,224,193,
Artificial Intelligence,2014,650544,Student,Scotland,Advanced,35-55,0,90,Graduate,Withdrawn,-120,12,132,269,4,16,80,0,0,Machine learning,56,20,Extremabsence,Brainly,Medium,1,290,290,
Artificial Intelligence,2014,656510,Student,Buckingham,Advanced,0-35,0,90,Graduate,Fail,-120,269,389,269,9,81,225,8,62,Python,56,2,Extremabsence,Class Plus,High,0,270,262,
Artificial Intelligence,2014,656599,Student,Buckingham,Beginner,0-35,0,120,Graduate,Withdrawn,-120,12,132,269,0,0,0,0,0,Data Science,56,20,Extremabsence,EduKart,Low,0,267,267,
Artificial Intelligence,2014,656693,Student,Buckingham,Intermediate,0-35,0,60,Graduate,Withdrawn,-120,12,132,269,12,109,355,8,82,Artificial Intelligence,56,2,Extremabsence,WizIQ,Very Low,1,249,241,
Artificial Intelligence,2011,501955,Student,Singapore,Advanced,35-55,1,120,Post Graduate,Fail,-119,240,359,240,52,243,688,92,66.81818182,Data Science,56,20,Extremabsence,Udemy,Very High ,0,240,148,
Artificial Intelligence,2014,648833,Student,Surrey,Beginner,0-35,0,210,Graduate,Withdrawn,-119,5,124,262,1,3,3,0,0,Artificial Intelligence,56,20,Extremabsence,Coursera,Medium,1,283,283,
Artificial Intelligence,2014,655910,Student, Oxfordshire,Beginner,0-35,0,120,Graduate,Withdrawn,-119,62,181,262,15,67,95,0,0,Machine learning,56,2,Extremabsence,Byjus,High,1,288,288,
Artificial Intelligence,2013,366936,Professional,Cheshire,Intermediate,0-35,1,120,Graduate,Withdrawn,-117,88,205,234,22,114,737,42,82.2,Python,56,20,Extremabsence,Unacademy,Low,0,249,207,
Artificial Intelligence,2012,586974,Student,Scotland,Advanced,0-35,0,60,Graduate,Fail,-117,268,385,268,10,52,160,8,56,Data Science,56,2,Extremabsence,Vedantu,Very Low,1,283,275,
Artificial Intelligence,2012,587868,Professional,Surrey,Intermediate,0-35,0,60,Post Graduate,Fail,-117,268,385,268,36,276,1848,77,65,Artificial Intelligence,56,20,Extremabsence,Embibe,Very High ,1,246,169,
Artificial Intelligence,2011,499931,Professional,Cheshire,Intermediate,0-35,1,240,Graduate,Fail,-116,240,356,240,6,30,77,0,0,Data Science,56,20,Extremabsence,Toppr,Medium,1,257,257,
Artificial Intelligence,2011,525679,Professional,Norfolk,Beginner,0-35,0,120,Graduate,Fail,-116,240,356,240,12,49,119,25,57.66666667,Artificial Intelligence,56,2,Extremabsence,Brainly,High,1,201,176,
Artificial Intelligence,2012,2575994,Professional,Singapore,Beginner,35-55,0,60,Graduate,Fail,-116,268,384,268,12,59,161,92,67.90909091,Machine learning,56,20,Extremabsence,Class Plus,Low,0,263,171,
Artificial Intelligence,2012,568835,Professional,Leicester,Beginner,0-35,0,60,Graduate,Fail,-116,261,377,261,69,536,986,43,63,Python,56,20,Extremabsence,EduKart,Very Low,0,205,162,
Artificial Intelligence,2012,572452,Student,Wales,Intermediate,0-35,0,120,Graduate,Fail,-116,261,377,261,65,293,595,43,76,Data Science,56,2,Extremabsence,WizIQ,Very High ,0,291,248,
Artificial Intelligence,2012,580595,Student,Scotland,Beginner,35-55,0,120,Graduate,Withdrawn,-116,2,118,261,0,0,0,0,0,Artificial Intelligence,56,20,Extremabsence,Udemy,Medium,0,275,275,
Artificial Intelligence,2012,586113,Professional,Hampshire,Beginner,35-55,0,60,Graduate,Fail,-116,261,377,261,86,451,1288,100,56.85714286,Data Science,56,2,Extremabsence,Coursera,High,0,255,155,
Artificial Intelligence,2014,656682,Student,Scotland,Advanced,0-35,0,120,Graduate,Withdrawn,-116,66,182,262,18,63,162,14,30,Artificial Intelligence,56,20,Extremabsence,Byjus,Low,1,260,246,
Artificial Intelligence,2014,675253,Professional,Wales,Intermediate,0-35,0,60,Graduate,Withdrawn,-116,5,121,262,12,43,97,0,0,Machine learning,56,2,Extremabsence,Unacademy,Very Low,0,294,294,
Artificial Intelligence,2011,526200,Professional,Buckingham,Intermediate,0-35,1,240,Graduate,Fail,-115,240,355,240,71,258,725,58,90.42857143,Python,56,2,Extremabsence,Vedantu,Very High ,1,247,189,
Artificial Intelligence,2014,587641,Student,Singapore,Beginner,0-35,0,30,Graduate,Fail,-115,269,384,269,12,63,212,20,50.5,Data Science,56,2,Extremabsence,Embibe,Medium,0,225,205,
Artificial Intelligence,2014,588178,Student,Surrey,Intermediate,35-55,0,60,Graduate,Withdrawn,-115,137,252,269,55,388,1912,40,88.75,Artificial Intelligence,56,20,Extremabsence,Toppr,High,1,245,205,
Artificial Intelligence,2014,601566,Student,Scotland,Intermediate,0-35,0,60,Graduate,Withdrawn,-115,205,320,269,33,111,323,60,72,Data Science,56,2,Extremabsence,Brainly,Low,0,262,202,
Artificial Intelligence,2014,624469,Student,Wales,Beginner,35-55,0,60,Graduate,Withdrawn,-115,32,147,269,7,40,136,10,56,Artificial Intelligence,56,20,Extremabsence,Class Plus,Very Low,0,211,201,
Artificial Intelligence,2014,635410,Student, Oxfordshire,Beginner,0-35,0,150,Post Graduate,Withdrawn,-115,103,218,269,9,28,92,20,25.5,Machine learning,56,2,Extremabsence,EduKart,Very High ,0,286,266,
Artificial Intelligence,2014,645590,Student,Scotland,Intermediate,0-35,0,60,Graduate,Fail,-115,269,384,269,14,69,158,10,78,Python,56,20,Extremabsence,WizIQ,Medium,1,298,288,
Artificial Intelligence,2012,590184,Student,Surrey,Intermediate,0-35,0,60,Graduate,Fail,-115,261,376,261,5,37,71,0,0,Data Science,56,2,Extremabsence,Udemy,High,0,291,291,
Artificial Intelligence,2014,654755,Student, Oxfordshire,Intermediate,0-35,0,60,Graduate,Withdrawn,-115,68,183,269,9,25,60,20,47,Artificial Intelligence,56,2,Extremabsence,Coursera,Low,1,264,244,
Artificial Intelligence,2014,656825,Professional,Buckingham,Beginner,0-35,0,120,Graduate,Withdrawn,-115,12,127,269,5,20,44,0,0,Data Science,56,20,Extremabsence,Byjus,Very Low,0,269,269,
Artificial Intelligence,2014,656928,Student, Oxfordshire,Intermediate,0-35,0,120,Graduate,Withdrawn,-115,12,127,269,0,0,0,0,0,Artificial Intelligence,56,2,Extremabsence,Unacademy,Very High ,0,200,200,
Artificial Intelligence,2012,587435,Student,Singapore,Intermediate,0-35,0,120,Graduate,Fail,-115,268,383,268,75,401,1585,38,62.4,Machine learning,56,20,Extremabsence,Vedantu,Medium,1,222,184,
Artificial Intelligence,2012,588560,Student,Wales,Intermediate,0-35,0,120,Post Graduate,Fail,-115,268,383,268,27,246,952,15,81.5,Python,56,2,Extremabsence,Embibe,High,0,239,224,
Artificial Intelligence,2014,635410,Student,Surrey,Intermediate,0-35,0,150,Post Graduate,Fail,-115,269,384,269,16,103,273,31,65,Data Science,56,20,Extremabsence,Toppr,Low,1,226,195,
Artificial Intelligence,2014,647321,Student,Surrey,Intermediate,0-35,0,60,Post Graduate,Withdrawn,-115,12,127,269,2,37,282,0,0,Artificial Intelligence,56,2,Extremabsence,Brainly,Very Low,1,268,268,
Artificial Intelligence,2014,647594,Professional,Norfolk,Intermediate,0-35,0,90,Graduate,Withdrawn,-115,12,127,269,0,0,0,0,0,Data Science,56,20,Extremabsence,Class Plus,Very High ,0,212,212,
Artificial Intelligence,2014,656086,Student, Oxfordshire,Beginner,0-35,0,90,Graduate,Withdrawn,-115,130,245,269,63,451,2073,46,76.16666667,Artificial Intelligence,56,2,Extremabsence,EduKart,Medium,1,262,216,
Artificial Intelligence,2014,656145,Student,Scotland,Advanced,0-35,0,120,Post Graduate,Withdrawn,-115,94,209,269,19,82,202,15,61,Machine learning,56,20,Extremabsence,WizIQ,High,1,296,281,
Artificial Intelligence,2014,656360,Student,Norfolk,Advanced,0-35,0,180,Graduate,Withdrawn,-115,12,127,269,43,360,1268,15,64.5,Python,56,2,Extremabsence,Udemy,Low,1,223,208,
Artificial Intelligence,2014,657181,Student,Scotland,Beginner,0-35,0,120,Graduate,Withdrawn,-115,36,151,269,14,76,131,8,68,Data Science,56,20,Extremabsence,Coursera,Very Low,0,277,269,
Artificial Intelligence,2013,608649,Student,Buckingham,Intermediate,0-35,0,30,Post Graduate,Withdrawn,-115,130,245,241,1,1,2,0,0,Artificial Intelligence,56,2,Extremabsence,Byjus,Very High ,1,266,266,
Artificial Intelligence,2011,485568,Professional,Ireland,Intermediate,0-35,0,180,Graduate,Fail,-114,240,354,240,11,62,171,0,0,Data Science,56,20,Extremabsence,Unacademy,Medium,1,213,213,
Artificial Intelligence,2011,507221,Professional,Cheshire,Beginner,0-35,0,120,Graduate,Withdrawn,-114,3,117,240,0,0,0,0,0,Artificial Intelligence,56,2,Extremabsence,Vedantu,High,1,262,262,
Artificial Intelligence,2011,512883,Professional,Cheshire,Intermediate,0-35,1,120,Graduate,Withdrawn,-114,69,183,240,16,75,167,25,57,Machine learning,56,20,Extremabsence,Embibe,Low,0,261,236,
Artificial Intelligence,2011,530493,Professional,Leicester,Intermediate,35-55,1,180,Graduate,Fail,-114,240,354,240,15,63,183,50,77.16666667,Python,56,2,Extremabsence,Toppr,Very Low,1,295,245,
Artificial Intelligence,2012,1413989,Professional,Cheshire,Intermediate,35-55,3,75,Graduate,Withdrawn,-114,76,190,268,6,12,47,17,79,Data Science,56,20,Extremabsence,Brainly,Very High ,0,225,208,
Artificial Intelligence,2012,2210666,Professional,Cheshire,Advanced,0-35,0,60,Graduate,Fail,-114,268,382,268,6,24,66,25,61.66666667,Artificial Intelligence,56,2,Extremabsence,Class Plus,Medium,1,214,189,
Artificial Intelligence,2013,430002,Student,Hampshire,Intermediate,0-35,0,60,Graduate,Fail,-114,234,348,234,4,16,50,0,0,Data Science,56,20,Extremabsence,EduKart,High,0,250,250,
Artificial Intelligence,2014,602030,Student, Oxfordshire,Beginner,0-35,1,30,Graduate,Fail,-114,269,383,269,22,100,234,40,36.25,Artificial Intelligence,56,20,Extremabsence,WizIQ,Low,1,265,225,
Artificial Intelligence,2014,634776,Student, Oxfordshire,Intermediate,0-35,0,90,Graduate,Withdrawn,-114,74,188,269,27,154,362,20,66.5,Machine learning,56,2,Extremabsence,Udemy,Very Low,1,271,251,
